Notes,State,State Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,New York,36,Pelvis - Malignant neoplasms,C76.3,72,109030099,0.1
,New York,36,Other ill-defined sites - Malignant neoplasms,C76.7,53,109030099,0
,New York,36,"Lymph node, unspecified - Malignant neoplasms",C77.9,13,109030099,Unreliable
,New York,36,Secondary malignant neoplasm of lung - Malignant neoplasms,C78.0,116,109030099,0.1
,New York,36,Secondary malignant neoplasm of pleura - Malignant neoplasms,C78.2,90,109030099,0.1
,New York,36,Secondary malignant neoplasm of large intestine and rectum - Malignant neoplasms,C78.5,14,109030099,Unreliable
,New York,36,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,C78.6,241,109030099,0.2
,New York,36,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,995,109030099,0.9
,New York,36,Secondary malignant neoplasm of other and unspecified digestive organs - Malignant neoplasms,C78.8,26,109030099,0
,New York,36,Secondary malignant neoplasm of bladder and other and unspecified urinary organs - Malignant neoplasms,C79.1,10,109030099,Unreliable
,New York,36,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,C79.3,295,109030099,0.3
,New York,36,Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms,C79.5,145,109030099,0.1
,New York,36,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,1073,109030099,1
,New York,36,Malignant neoplasm without specification of site,C80,10602,109030099,9.7
,New York,36,"Hodgkin disease, unspecified",C81.9,483,109030099,0.4
,New York,36,"Follicular non-Hodgkin lymphoma, unspecified",C82.9,152,109030099,0.1
,New York,36,Non-Hodgkin lymphoma small cell (diffuse),C83.0,61,109030099,0.1
,New York,36,Non-Hodgkin lymphoma small cleaved cell (diffuse),C83.1,357,109030099,0.3
,New York,36,Non-Hodgkin lymphoma large cell (diffuse),C83.3,1164,109030099,1.1
,New York,36,Non-Hodgkin lymphoma lymphoblastic (diffuse),C83.5,30,109030099,0
,New York,36,Burkitt tumor,C83.7,129,109030099,0.1
,New York,36,Other types of diffuse non-Hodgkin lymphoma,C83.8,22,109030099,0
,New York,36,"Diffuse non-Hodgkin lymphoma, unspecified",C83.9,21,109030099,0
,New York,36,Mycosis fungoides - Malignant neoplasms,C84.0,39,109030099,0
,New York,36,Peripheral T-cell lymphoma - Malignant neoplasms,C84.4,79,109030099,0.1
,New York,36,Other and unspecified T-cell lymphomas - Malignant neoplasms,C84.5,634,109030099,0.6
,New York,36,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,1177,109030099,1.1
,New York,36,"Non-Hodgkin lymphoma, unspecified type",C85.9,4601,109030099,4.2
,New York,36,Waldenstr÷m macroglobulinemia,C88.0,118,109030099,0.1
,New York,36,Multiple myeloma - Malignant neoplasms,C90.0,4902,109030099,4.5
,New York,36,Plasma cell leukaemia - Malignant neoplasms,C90.1,71,109030099,0.1
,New York,36,"Plasmacytoma, extramedullary - Malignant neoplasms",C90.2,27,109030099,0
,New York,36,Acute lymphoblastic leukaemia - Malignant neoplasms,C91.0,530,109030099,0.5
,New York,36,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,1773,109030099,1.6
,New York,36,Prolymphocytic leukaemia - Malignant neoplasms,C91.3,18,109030099,Unreliable
,New York,36,Hairy-cell leukaemia - Malignant neoplasms,C91.4,38,109030099,0
,New York,36,Adult T-cell leukaemia - Malignant neoplasms,C91.5,118,109030099,0.1
,New York,36,Other lymphoid leukaemia - Malignant neoplasms,C91.7,16,109030099,Unreliable
,New York,36,"Lymphoid leukaemia, unspecified - Malignant neoplasms",C91.9,55,109030099,0.1
,New York,36,Acute myeloid leukaemia - Malignant neoplasms,C92.0,4311,109030099,4
,New York,36,Chronic myeloid leukaemia - Malignant neoplasms,C92.1,397,109030099,0.4
,New York,36,Myeloid sarcoma - Malignant neoplasms,C92.3,22,109030099,0
,New York,36,Acute promyelocytic leukaemia - Malignant neoplasms,C92.4,75,109030099,0.1
,New York,36,Acute myelomonocytic leukaemia - Malignant neoplasms,C92.5,28,109030099,0
,New York,36,Other myeloid leukaemia - Malignant neoplasms,C92.7,130,109030099,0.1
,New York,36,"Myeloid leukaemia, unspecified - Malignant neoplasms",C92.9,72,109030099,0.1
,New York,36,Acute monocytic leukaemia - Malignant neoplasms,C93.0,30,109030099,0
,New York,36,Other specified leukaemias - Malignant neoplasms,C94.7,19,109030099,Unreliable
,New York,36,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,635,109030099,0.6
,New York,36,Chronic leukaemia of unspecified cell type - Malignant neoplasms,C95.1,71,109030099,0.1
,New York,36,"Leukaemia, unspecified - Malignant neoplasms",C95.9,977,109030099,0.9
,New York,36,"Malignant neoplasm of lymphoid, haematopoietic and related tissue, unspecified - Malignant neoplasms",C96.9,37,109030099,0
,New York,36,Malignant neoplasms of independent (primary) multiple sites,C97,1458,109030099,1.3
,New York,36,"Colon, unspecified - Benign neoplasms",D12.6,12,109030099,Unreliable
,New York,36,Thymus - Benign neoplasms,D15.0,14,109030099,Unreliable
,New York,36,"Haemangioma, any site - Benign neoplasms",D18.0,21,109030099,0
,New York,36,"Lymphangioma, any site - Benign neoplasms",D18.1,10,109030099,Unreliable
,New York,36,"Connective and other soft tissue, unspecified - Benign neoplasms",D21.9,10,109030099,Unreliable
,New York,36,"Leiomyoma of uterus, unspecified - Benign neoplasms",D25.9,51,109030099,0
,New York,36,Cerebral meninges - Benign neoplasms,D32.0,126,109030099,0.1
,New York,36,"Meninges, unspecified - Benign neoplasms",D32.9,236,109030099,0.2
,New York,36,"Brain, unspecified - Benign neoplasms",D33.2,12,109030099,Unreliable
,New York,36,Adrenal gland - Benign neoplasms,D35.0,12,109030099,Unreliable
,New York,36,Pituitary gland - Benign neoplasms,D35.2,32,109030099,0
,New York,36,Peripheral nerves and autonomic nervous system - Benign neoplasms,D36.1,10,109030099,Unreliable
,New York,36,Benign neoplasm of unspecified site - Benign neoplasms,D36.9,19,109030099,Unreliable
,New York,36,"Lip, oral cavity and pharynx - Uncertain neoplasms",D37.0,28,109030099,0
,New York,36,Stomach - Uncertain neoplasms,D37.1,26,109030099,0
,New York,36,Small intestine - Uncertain neoplasms,D37.2,20,109030099,0
,New York,36,Colon - Uncertain neoplasms,D37.4,48,109030099,0
,New York,36,Rectum - Uncertain neoplasms,D37.5,10,109030099,Unreliable
,New York,36,"Liver, gallbladder and bile ducts - Uncertain neoplasms",D37.6,65,109030099,0.1
,New York,36,Other digestive organs - Uncertain neoplasms,D37.7,100,109030099,0.1
,New York,36,"Digestive organ, unspecified - Uncertain neoplasms",D37.9,11,109030099,Unreliable
,New York,36,"Trachea, bronchus and lung - Uncertain neoplasms",D38.1,197,109030099,0.2
,New York,36,Uterus - Uncertain neoplasms,D39.0,13,109030099,Unreliable
,New York,36,Ovary - Uncertain neoplasms,D39.1,20,109030099,0
,New York,36,Kidney - Uncertain neoplasms,D41.0,30,109030099,0
,New York,36,Bladder - Uncertain neoplasms,D41.4,42,109030099,0
,New York,36,"Brain, supratentorial - Uncertain neoplasms",D43.0,21,109030099,0
,New York,36,"Brain, infratentorial - Uncertain neoplasms",D43.1,22,109030099,0
,New York,36,"Brain, unspecified - Uncertain neoplasms",D43.2,783,109030099,0.7
,New York,36,Pituitary gland - Uncertain neoplasms,D44.3,18,109030099,Unreliable
,New York,36,Craniopharyngeal duct - Uncertain neoplasms,D44.4,23,109030099,0
,New York,36,Polycythaemia vera,D45,112,109030099,0.1
,New York,36,"Refractory anaemia, unspecified - Uncertain neoplasms",D46.4,26,109030099,0
,New York,36,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,2206,109030099,2
,New York,36,Chronic myeloproliferative disease - Uncertain neoplasms,D47.1,379,109030099,0.3
,New York,36,Monoclonal gammopathy - Uncertain neoplasms,D47.2,29,109030099,0
,New York,36,Essential (haemorrhagic) thrombocythaemia - Uncertain neoplasms,D47.3,16,109030099,Unreliable
,New York,36,"Neoplasm of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue, unspecified - Uncertain neoplasms",D47.9,20,109030099,0
,New York,36,Bone and articular cartilage - Uncertain neoplasms,D48.0,12,109030099,Unreliable
,New York,36,Connective and other soft tissue - Uncertain neoplasms,D48.1,134,109030099,0.1
,New York,36,Other specified sites - Uncertain neoplasms,D48.7,59,109030099,0.1
,New York,36,"Neoplasm of uncertain or unknown behaviour, unspecified - Uncertain neoplasms",D48.9,165,109030099,0.2
,New York,36,Iron deficiency anaemia secondary to blood loss (chronic),D50.0,46,109030099,0
,New York,36,"Iron deficiency anaemia, unspecified",D50.9,15,109030099,Unreliable
,New York,36,Sickle-cell anaemia with crisis,D57.0,80,109030099,0.1
,New York,36,Sickle-cell anaemia without crisis,D57.1,242,109030099,0.2
,New York,36,"Hereditary haemolytic anaemia, unspecified",D58.9,39,109030099,0
,New York,36,Other autoimmune haemolytic anaemias,D59.1,36,109030099,0
,New York,36,"Aplastic anaemia, unspecified",D61.9,251,109030099,0.2
,New York,36,Acute posthaemorrhagic anaemia,D62,91,109030099,0.1
,New York,36,Other specified anaemias,D64.8,17,109030099,Unreliable
,New York,36,"Anaemia, unspecified",D64.9,765,109030099,0.7
,New York,36,Disseminated intravascular coagulation [defibrination syndrome],D65,166,109030099,0.2
,New York,36,Hereditary factor VIII deficiency,D66,20,109030099,0
,New York,36,Hereditary deficiency of other clotting factors,D68.2,12,109030099,Unreliable
,New York,36,Other thrombophilia,D68.6,35,109030099,0
,New York,36,Other specified coagulation defects,D68.8,20,109030099,0
,New York,36,"Coagulation defect, unspecified",D68.9,287,109030099,0.3
,New York,36,Idiopathic thrombocytopenic purpura,D69.3,90,109030099,0.1
,New York,36,Other primary thrombocytopenia,D69.4,15,109030099,Unreliable
,New York,36,"Thrombocytopenia, unspecified",D69.6,122,109030099,0.1
,New York,36,Agranulocytosis,D70,149,109030099,0.1
,New York,36,Eosinophilia,D72.1,17,109030099,Unreliable
,New York,36,Other specified disorders of white blood cells,D72.8,35,109030099,0
,New York,36,Infarction of spleen,D73.5,13,109030099,Unreliable
,New York,36,"Disease of blood and blood-forming organs, unspecified",D75.9,20,109030099,0
,New York,36,Haemophagocytic lymphohistiocytosis,D76.1,59,109030099,0.1
,New York,36,"Haemophagocytic syndrome, infection-associated",D76.2,14,109030099,Unreliable
,New York,36,"Immunodeficiency, unspecified",D84.9,93,109030099,0.1
,New York,36,Sarcoidosis of lung,D86.0,86,109030099,0.1
,New York,36,Sarcoidosis of other and combined sites,D86.8,63,109030099,0.1
,New York,36,"Sarcoidosis, unspecified",D86.9,428,109030099,0.4
,New York,36,"Disorder involving the immune mechanism, unspecified",D89.9,55,109030099,0.1
,New York,36,Myxoedema coma,E03.5,42,109030099,0
,New York,36,"Hypothyroidism, unspecified",E03.9,439,109030099,0.4
,New York,36,"Nontoxic goitre, unspecified",E04.9,12,109030099,Unreliable
,New York,36,Thyrotoxicosis with diffuse goitre,E05.0,17,109030099,Unreliable
,New York,36,Thyroid crisis or storm,E05.5,24,109030099,0
,New York,36,"Thyrotoxicosis, unspecified",E05.9,93,109030099,0.1
,New York,36,"Disorder of thyroid, unspecified",E07.9,18,109030099,Unreliable
,New York,36,"Insulin-dependent diabetes mellitus, with ketoacidosis",E10.1,73,109030099,0.1
,New York,36,"Insulin-dependent diabetes mellitus, with renal complications",E10.2,194,109030099,0.2
,New York,36,"Insulin-dependent diabetes mellitus, with peripheral circulatory complications",E10.5,59,109030099,0.1
,New York,36,"Insulin-dependent diabetes mellitus, with multiple complications",E10.7,25,109030099,0
,New York,36,"Insulin-dependent diabetes mellitus, without complications",E10.9,646,109030099,0.6
,New York,36,"Non-insulin-dependent diabetes mellitus, with coma",E11.0,13,109030099,Unreliable
,New York,36,"Non-insulin-dependent diabetes mellitus, with ketoacidosis",E11.1,35,109030099,0
,New York,36,"Non-insulin-dependent diabetes mellitus, with renal complications",E11.2,848,109030099,0.8
,New York,36,"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications",E11.5,229,109030099,0.2
,New York,36,"Non-insulin-dependent diabetes mellitus, with other specified complications",E11.6,45,109030099,0
,New York,36,"Non-insulin-dependent diabetes mellitus, with multiple complications",E11.7,104,109030099,0.1
,New York,36,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,2519,109030099,2.3
,New York,36,"Unspecified diabetes mellitus, with coma",E14.0,67,109030099,0.1
,New York,36,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,1050,109030099,1
,New York,36,"Unspecified diabetes mellitus, with renal complications",E14.2,4094,109030099,3.8
,New York,36,"Unspecified diabetes mellitus, with neurological complications",E14.4,30,109030099,0
,New York,36,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,995,109030099,0.9
,New York,36,"Unspecified diabetes mellitus, with other specified complications",E14.6,208,109030099,0.2
,New York,36,"Unspecified diabetes mellitus, with multiple complications",E14.7,446,109030099,0.4
,New York,36,"Unspecified diabetes mellitus, without complications",E14.9,15232,109030099,14
,New York,36,"Hypoglycaemia, unspecified",E16.2,86,109030099,0.1
,New York,36,"Hyperparathyroidism, unspecified",E21.3,23,109030099,0
,New York,36,Syndrome of inappropriate secretion of antidiuretic hormone,E22.2,10,109030099,Unreliable
,New York,36,Hypopituitarism,E23.0,25,109030099,0
,New York,36,Diabetes insipidus,E23.2,11,109030099,Unreliable
,New York,36,Primary adrenocortical insufficiency,E27.1,18,109030099,Unreliable
,New York,36,Other and unspecified adrenocortical insufficiency,E27.4,46,109030099,0
,New York,36,"Disorder of adrenal gland, unspecified",E27.9,13,109030099,Unreliable
,New York,36,Carcinoid syndrome,E34.0,20,109030099,0
,New York,36,Nutritional marasmus,E41,24,109030099,0
,New York,36,Unspecified severe protein-energy malnutrition,E43,210,109030099,0.2
,New York,36,Moderate protein-energy malnutrition,E44.0,11,109030099,Unreliable
,New York,36,Retarded development following protein-energy malnutrition,E45,33,109030099,0
,New York,36,Unspecified protein-energy malnutrition,E46,303,109030099,0.3
,New York,36,Deficiency of other specified B group vitamins,E53.8,13,109030099,Unreliable
,New York,36,"Nutritional deficiency, unspecified",E63.9,13,109030099,Unreliable
,New York,36,Extreme obesity with alveolar hypoventilation,E66.2,30,109030099,0
,New York,36,Other obesity,E66.8,1405,109030099,1.3
,New York,36,"Obesity, unspecified",E66.9,972,109030099,0.9
,New York,36,Disorders of urea cycle metabolism,E72.2,11,109030099,Unreliable
,New York,36,Other sphingolipidosis,E75.2,21,109030099,0
,New York,36,Pure hypercholesterolaemia,E78.0,641,109030099,0.6
,New York,36,Pure hyperglyceridaemia,E78.1,24,109030099,0
,New York,36,Mixed hyperlipidaemia,E78.2,14,109030099,Unreliable
,New York,36,"Hyperlipidaemia, unspecified",E78.5,2766,109030099,2.5
,New York,36,"Disorder of lipoprotein metabolism, unspecified",E78.9,22,109030099,0
,New York,36,Disorders of copper metabolism,E83.0,10,109030099,Unreliable
,New York,36,Disorders of iron metabolism,E83.1,57,109030099,0.1
,New York,36,Disorders of calcium metabolism,E83.5,89,109030099,0.1
,New York,36,Cystic fibrosis with pulmonary manifestations,E84.0,37,109030099,0
,New York,36,Cystic fibrosis with other manifestations,E84.8,42,109030099,0
,New York,36,"Cystic fibrosis, unspecified",E84.9,54,109030099,0
,New York,36,Organ-limited amyloidosis,E85.4,377,109030099,0.3
